date,max_temp,min_temp,precip,snow,usgs_well,comments,,,
9/21/1985,30,10,0,0,,,,,
9/22/1985,27.5,10,0,0,,,,,
9/23/1985,25,15.5,0.07,0,,,,,
9/24/1985,26.5,17,0.01,0,,,,,
9/25/1985,25,3,0,0,,,,,
9/26/1985,25,8,0,0,,,,,
9/27/1985,22.5,2,1.2,0,,,,,
9/28/1985,24,8,0.02,0,,,,,
9/29/1985,25,2,0,0,,,,,
9/30/1985,26,5,0,0,,,,,
10/1/1985,26,9,0,0,,,,,
10/2/1985,14,10,0.4,0,,,,,
10/3/1985,16,10,0.34,0,,,,,
10/4/1985,19,12,0.4,0,,,,,
10/5/1985,21.5,12,0.6,0,,,,,
10/6/1985,17,4,0.02,0,,,,,
10/7/1985,20.5,0.5,0,0,,Readings taken at 8:45 a.m.,,,
10/8/1985,21.5,0,0,0,,,,,
10/9/1985,27,5.5,0,0,,Readings taken at 9:00 a.m.,,,
10/10/1985,29.5,10,0,0,,,,,
10/11/1985,23,16,0,0,,,,,
10/12/1985,19,9,0,0,,,,,
10/13/1985,25,10,0,0,,Readings taken at 9:30 a.m.,,,
10/14/1985,28,11,0.1,0,,,,,
10/15/1985,28,16,0.1,0,,,,,
10/16/1985,25,1,0.22,0,,,,,
10/17/1985,19,2,0.1,0,,,,,
10/18/1985,24,5,0,0,,,,,
10/19/1985,28,12,0,0,,,,,
10/20/1985,14,12,0.34,0,,,,,
10/21/1985,13,6.5,1.5,0,,,,,
10/22/1985,15,7,1.45,0,,,,,
10/23/1985,17,11,0.57,0,,,,,
10/24/1985,19.5,12,0.3,0,,,,,
10/25/1985,21,10,0.07,0,,,,,
10/26/1985,21,-1,0,0,,,,,
10/27/1985,25,1.5,0,0,,,,,
10/28/1985,16,7,0,0,,,,,
10/29/1985,12,-4,0,0,,,,,
10/30/1985,14,1,0,0,,,,,
10/31/1985,15.5,7,0,0,,,,,
11/1/1985,14,9,0.42,0,,,,,
11/2/1985,12.5,7.5,0.44,0,,,,,
11/3/1985,15,9,0.44,0,,,,,
11/4/1985,17,13,1.6,0,,,,,
11/5/1985,16,5,0.7,0,,,,,
11/6/1985,16,8,0.66,0,,,,,
11/7/1985,20,0,0.02,0,,,,,
11/8/1985,16,2,0,0,,,,,
11/9/1985,21.5,1,0,0,,,,,
11/10/1985,25,8,0,0,,Readings taken at 9:00 a.m.,,,
11/11/1985,25,9,0.01,0,,,,,
11/12/1985,20.5,12.5,0,0,,,,,
11/13/1985,23,9.5,0,0,,,,,
11/14/1985,23,10,0.01,0,,,,,
11/15/1985,13,7,0,0,,,,,
11/16/1985,10,6,0,0,,,,,
11/17/1985,14,2,0.3,0,,,,,
11/18/1985,21,0,0.04,0,,,,,
11/19/1985,26,6.5,0,0,,,,,
11/20/1985,25,13,0,0,,,,,
11/21/1985,11,6,0,0,,,,,
11/22/1985,8,1,0.8,0,,,,,
11/23/1985,12,0.5,0.32,0,,,,,
11/24/1985,14,-2,0.01,0,,,,,
11/25/1985,6.5,-0.5,0.01,0,,,,,
11/26/1985,11,1,0,0,,,,,
11/27/1985,9,5,0.03,0,,,,,
11/28/1985,13,2,0,0,,Temp. readings from a recording thermometer,,,
11/29/1985,8,2,1,0,,Readings taken at 9:30 a.m.,,,
11/30/1985,6,4,0.24,0,,,,,
12/1/1985,11,4,0.32,0,,,,,
12/2/1985,6,2,0.11,0,,,,,
12/3/1985,1,-6,0,0,,,,,
12/4/1985,5.5,-5,0,0,,,,,
12/5/1985,6,-4,0.01,0,,,,,
12/6/1985,4.5,-2,0.22,1.5,,,,,
12/7/1985,5,0,0,0,,Readings taken at 1 p.m.,,,
12/8/1985,5,-4,0,0,,,,,
12/9/1985,15,4,0,0,,,,,
12/10/1985,11,-3,0,0,,,,,
12/11/1985,17,3,0,0,,,,,
12/12/1985,15,3,0,0,,,,,
12/13/1985,6,2,0.5,0,,,,,
12/14/1985,0,-6,0.1,0,,,,,
12/15/1985,6,-10,0,0,,,,,
12/16/1985,8,-6,0,0,,,,,
12/17/1985,8,-6,0,0,,,,,
12/18/1985,-3,-6,0,0,,,,,
12/19/1985,2,-14,0,0,,,,,
12/20/1985,-2,-11,0,0,,,,,
12/21/1985,-1.5,-8,0,0,,,,,
12/22/1985,5,-13.5,0,0,,,,,
12/23/1985,13,-4.5,0,0,,,,,
12/24/1985,13,-5,0,0,,,,,
12/25/1985,-4,-7,0.12,1.5,,Snow began near midnight, high winds,,
12/26/1985,3,-15,0,0,,,,,
12/27/1985,7,-11,0,0,,,,,
12/28/1985,4,-3,0,0,,,,,
12/29/1985,8,-7,0,0,,,,,
12/30/1985,7,-5,0,0,,,,,
12/31/1985,6,-6,0,0,,,,,
1/1/1986,6.5,-3,0,0,,,,,
1/2/1986,12,-7,0,0,,,,,
1/3/1986,15,2,0,0,,,,,
1/4/1986,8,-1,0,0,,,,,
1/5/1986,4.5,-6,0,0,,,,,
1/6/1986,7.5,-10,0,0,,Readings taken at 8:30 a.m.,,,
1/7/1986,-1.5,-8,0,0,,,,,
1/8/1986,5,-12,0,0,,,,,
1/9/1986,10,-14,0,0,,Readings taken at noon,,,
1/10/1986,10.5,-8,0,0,,,,,
1/11/1986,11,-6,0,0,,,,,
1/12/1986,17,-6,0,0,,,,,
1/13/1986,15,-1.5,0,0,,,,,
1/14/1986,-2,-12,0,0,,,,,
1/15/1986,1,-11,0.02,1,,,,,
1/16/1986,10,-12,0,0,,10 % snow cover,,,
1/17/1986,13,-7,0,0,,,,,
1/18/1986,21,0.5,0,0,,,,,
1/19/1986,16,0,0.01,0,,,,,
1/20/1986,6,0,1.02,0.5,,Rain thru the night, changing to snow in the a.m.,,
1/21/1986,13,-1,0.1,0,,,,,
1/22/1986,20,-3,0.01,0,,,,,
1/23/1986,7,-4,0,0,,,,,
1/24/1986,3,-8,0,0,,,,,
1/25/1986,0,-5,0.18,0.75,,,,,
1/26/1986,2,-3,0.16,0.25,,,,,
1/27/1986,-3,-5,0.15,0.75,,Readings taken at 9:00 a.m.,,,
1/28/1986,-4,-14,0,0,,,,,
1/29/1986,-3,-15,0,0,,,,,
1/30/1986,0,-8,0,0,,,,,
1/31/1986,6,-8,0,0,,90% snow cover,,,
2/1/1986,13,-5,0,0,,,,,
2/2/1986,17,-1,0,0,,,,,
2/3/1986,5.5,1,0,0,,,,,
2/4/1986,5,2,0.64,0,,,,,
2/5/1986,17,-2,0.14,0,,,,,
2/6/1986,5,-1,0.03,0,,,,,
2/7/1986,0,-6,0.26,1.5,,,,,
2/8/1986,0,-5,0,0,,,,,
2/9/1986,3,-2,0,0,,,,,
2/10/1986,3.5,-2,0.01,0,,,,,
2/11/1986,-3,-5,0.44,3.5,,,,,
2/12/1986,-2,-10,0,0,,,,,
2/13/1986,-4,-18,0,0,,,,,
2/14/1986,0,-17,0,0,,,,,
2/15/1986,-2,-12,0.05,0.5,,,,,
2/16/1986,6,-10,0,0,,,,,
2/17/1986,2,-3.5,0,0,,,,,
2/18/1986,5,-3,0.46,0,,,,,
2/19/1986,7,-4,0.06,0,,Thunderstorm,,,
2/20/1986,14,3,0.7,0,,,,,
2/21/1986,14,4,0.01,0,,,,,
2/22/1986,3,-4,0.12,0,,,,,
2/23/1986,6,-2,0.24,2,,Readings taken at 9:00 a.m.,,,
2/24/1986,-2,-8,0,0,,,,,
2/25/1986,1,-9,0.28,3.5,,,,,
2/26/1986,4,-10,0,0,,,,,
2/27/1986,2,-3,0.15,1.5,,,,,
2/28/1986,2,-10,0,0,,,,,
3/1/1986,3,-10,0,0,,,,,
3/2/1986,5.5,-7,0,0,,,,,
3/3/1986,1,-5,0,0,,,,,
3/4/1986,8,-3,0.02,0.25,,1/4 inch  snow at 7:30 a.m.,,,
3/5/1986,8,-4,0,0,,,,,
3/6/1986,9,-4,0.01,0,,,,,
3/7/1986,0,-8,0,0,,,,,
3/8/1986,9,-15,0,0,,Readings taken at 9:30 a.m.,,,
3/9/1986,23,-9,0,0,,Readings taken at 9:30 a.m.,,,
3/10/1986,25.5,-9,0,0,,,,,
3/11/1986,15,9,0,0,,,,,
3/12/1986,6.5,-10,0,0,,,,,
3/13/1986,13,3,0.2,0,,,,,
3/14/1986,16,3,0.32,0,,,,,
3/15/1986,17,5,1.25,0,,,,,
3/16/1986,14,1,0.06,0,,,,,
3/17/1986,10.5,0,0,0,,,,,
3/18/1986,23,-4,0,0,,,,,
3/19/1986,25,8,0,0,,,,,
3/20/1986,8,7,0,0,,,,,
3/21/1986,3,-10,0,0,,,,,
3/22/1986,9,-9,0,0,,Readings taken at 9:00 a.m.,,,
3/23/1986,18,-6,0,0,,Readings taken at 8:00 a.m.,,,
3/24/1986,16,0.5,0,0,,,,,
3/25/1986,22,-2,0,0,,,,,
3/26/1986,25,5,0,0,,,,,
3/27/1986,18.5,0,0,0,,,,,
3/28/1986,22,-2,0,0,,,,,
3/29/1986,27,1,0,0,,,,,
3/30/1986,30,6,0,0,,Readings taken at 9:00 a.m.,,,
3/31/1986,27,8,0,0,,,,,
4/1/1986,28,5,0,0,,,,,
4/2/1986,23,12,0,0,,,,,
4/3/1986,22,0,0,0,,,,,
4/4/1986,24,9,0.01,0,,,,,
4/5/1986,13.5,9,0.04,0,,,,,
4/6/1986,18.5,7,0.7,0,,,,,
4/7/1986,24,8,0.34,0,,,,,
4/8/1986,24,8,0.01,0,,,,,
4/9/1986,11,4,0,0,,,,,
4/10/1986,9,1,0.02,0,,,,,
4/11/1986,12,-1,0.01,0,,,,,
4/12/1986,19,-1,0,0,,,,,
4/13/1986,13,0,0,0,,,,,
4/14/1986,19,0.5,0,0,,,,,
4/15/1986,13,9,0.03,0,,Readings taken at 9:30 a.m.,,,
4/16/1986,10.5,6,1.05,0,,Readings taken at 11:30 a.m.,,,
4/17/1986,17,3,0.42,0,,,,,
4/18/1986,21,2,0.16,0,,,,,
4/19/1986,25,3,0.02,0,,,,,
4/20/1986,24,8,0,0,,,,,
4/21/1986,18,12.5,0.01,0,,,,,
4/22/1986,10.5,7,0.15,0,,,,,
4/23/1986,15,-1,0.01,0,,,,,
4/24/1986,22,-1,0,0,,,,,
4/25/1986,22,3,0,0,,,,,
4/26/1986,27,5,0,0,,,,,
4/27/1986,28,6,0,0,,,,,
4/28/1986,32,8,0,0,,,,,
4/29/1986,25,10,0,0,,,,,
4/30/1986,26.5,4,0,0,,,,,
5/1/1986,28,10,0,0,,,,,
5/2/1986,18,10.5,0,0,,,,,
5/3/1986,15,1,0,0,,,,,
5/4/1986,23,-2,0,0,,,,,
5/5/1986,31,2,0,0,,,,,
5/6/1986,33,10,0,0,,,,,
5/7/1986,31,14,0.02,0,,,,,
5/8/1986,26,11,0.01,0,,,,,
5/9/1986,18,10,0,0,,,,,
5/10/1986,23,2,0,0,,,,,
5/11/1986,25,2,0,0,,,,,
5/12/1986,23,9,0,0,,,,,
5/13/1986,18,9,0,0,,,,,
5/14/1986,19,10,0.14,0,,,,,
5/15/1986,22,11,0.02,0,,,,,
5/16/1986,30,11.5,0.01,0,,,,,
5/17/1986,31,13,0,0,,,,,
5/18/1986,31,14,0.96,0,,,,,
5/19/1986,28,13.5,0.01,0,,,,,
5/20/1986,27,18,0.02,0,,,,,
5/21/1986,20,12,0.83,0,,,,,
5/22/1986,22,10,0.18,0,,,,,
5/23/1986,22,6,0.01,0,,,,,
5/24/1986,24.5,8,0,0,,,,,
5/25/1986,25,8,0,0,,,,,
5/26/1986,27.5,9.5,0,0,,,,,
5/27/1986,24,16,0.03,0,,,,,
5/28/1986,29,14,0.03,0,,,,,
5/29/1986,31,12,0,0,,,,,
5/30/1986,31,14,0,0,,,,,
5/31/1986,31,16,0.01,0,,,,,
6/1/1986,32,15,0,0,,,,,
6/2/1986,26,16,0,0,,,,,
6/3/1986,23,2,0,0,,,,,
6/4/1986,29.5,9,0,0,,,,,
6/5/1986,31,19,0,0,,,,,
6/6/1986,32.5,18,0,0,,,,,
6/7/1986,30,19,0.01,0,,,,,
6/8/1986,31,19,0,0,,,,,
6/9/1986,29,11.5,0.01,0,,,,,
6/10/1986,30,8,0,0,,,,,
6/11/1986,34,21,0,0,,,,,
6/12/1986,33,20,0,0,,,,,
6/13/1986,29,16,0.02,0,,,,,
6/14/1986,31,11,0,0,,,,,
6/15/1986,33,16,0,0,,,,,
6/16/1986,34.5,20,0,0,,Readings taken at 11:30 a.m.,,,
6/17/1986,27,17,0.19,0,,,,,
6/18/1986,27,7,0,0,,,,,
6/19/1986,30,7,0.01,0,,,,,
6/20/1986,30,17,0.15,0,,Thunderstorm,,,
6/21/1986,29,10,0.01,0,,,,,
6/22/1986,34,12,0,0,,,,,
6/23/1986,34,16,0,0,,,,,
6/24/1986,31,16,0.2,0,,,,,
6/25/1986,26.5,13,0.02,0,,,,,
6/26/1986,30,7,0,0,,,,,
6/27/1986,34.5,9,0,0,,,,,
6/28/1986,30.5,20,0.26,0,,Thunderstorm,,,
6/29/1986,33,21,0.05,0,,,,,
6/30/1986,30.5,2,0,0,,,,,
7/1/1986,23.5,15,0.06,0,,,,,
7/2/1986,32,16,0.16,0,,,,,
7/3/1986,27,15,0.06,0,,,,,
7/4/1986,30,8,0,0,,Readings taken at 9:30 a.m.,,,
7/5/1986,35,14,0,0,,,,,
7/6/1986,37,16.5,0,0,,Readings taken at 9:30 a.m.,,,
7/7/1986,37,19.5,0,0,,,,,
7/8/1986,37.5,22,0,0,,,,,
7/9/1986,29.5,20,0.36,0,,,,,
7/10/1986,30.5,20,0.36,0,,,,,
7/11/1986,31,18,0.02,0,,,,,
7/12/1986,33.5,17.5,0.41,0,,,,,
7/13/1986,34,22.5,0.01,0,,,,,
7/14/1986,32,20,0,0,,,,,
7/15/1986,32,17,0,0,,,,,
7/16/1986,33,16,0,0,,,,,
7/17/1986,33,19,0.48,0,,,,,
7/18/1986,36.5,18,0.36,0,,,,,
7/19/1986,35,23,0.01,0,,,,,
7/20/1986,35,21,0,0,,,,,
7/21/1986,33.5,18,0.1,0,,,,,
7/22/1986,31,21,0,0,,,,,
7/23/1986,31.5,21,0,0,,,,,
7/24/1986,31,20,0.35,0,,,,,
7/25/1986,32.5,21,0.02,0,,,,,
7/26/1986,33.5,23,0.01,0,,Readings taken at 9:30 a.m.,,,
7/27/1986,33,20,0.01,0,,,,,
7/28/1986,35,18,0,0,,,,,
7/29/1986,35,20,0,0,,,,,
7/30/1986,29,17,0,0,,,,,
7/31/1986,32,15,0,0,,,,,
8/1/1986,33.5,14,0,0,,11:30 a.m. Reading,,,
8/2/1986,31.5,18,0,0,,Thunderstom, Hail,,
8/3/1986,31,17,0.94,0,,,,,
8/4/1986,31,15,0.06,0,,,,,
8/5/1986,31,15,0,0,,,,,
8/6/1986,31,16,0.35,0,,Thunderstorm,,,
8/7/1986,33,19,0.02,0,,Thunderstorm,,,
8/8/1986,30,19,0.05,0,,Thunderstorm,,,
8/9/1986,32,17,0.02,0,,,,,
8/10/1986,32,17,0,0,,,,,
8/11/1986,29,21,0.08,0,,,,,
8/12/1986,24,15,0.01,0,,,,,
8/13/1986,28,16,0,0,,,,,
8/14/1986,30,14,0,0,,,,,
8/15/1986,32,16,0,0,,,,,
8/16/1986,35,20,0,0,,,,,
8/17/1986,28,20,0,0,,,,,
8/18/1986,32,20.5,0.07,0,,,,,
8/19/1986,27,17,0.01,0,,,,,
8/20/1986,24,19,0.05,0,,,,,
8/21/1986,24,18,0.94,0,,,,,
8/22/1986,28,16,0.02,0,,11:30 a.m. Reading,,,
8/23/1986,30,14,0,0,,,,,
8/24/1986,26,16,0.04,0,,,,,
8/25/1986,28,9,0,0,,,,,
8/26/1986,31,12,0,0,,,,,
8/27/1986,28.5,20,0,0,,,,,
8/28/1986,21,12,0.42,0,,,,,
8/29/1986,21,3,0.02,0,,,,,
8/30/1986,23,4,0,0,,,,,
8/31/1986,24,5,0,0,,,,,
9/1/1986,22,10.5,0,0,,,,,
9/2/1986,20.5,14,0.54,0,,Readings taken at 9:00 a.m.,,,
9/3/1986,23,15,0.05,0,,,,,
9/4/1986,24.5,18,0.01,0,,,,,
9/5/1986,26.5,19,0,0,,,,,
9/6/1986,28.5,12,0,0,,,,,
9/7/1986,23,9,0,0,,,,,
9/8/1986,23,11,0.06,0,,,,,
9/9/1986,25,3,0,0,,,,,
9/10/1986,28,8,0,0,,,,,
9/11/1986,30,19,0,0,,,,,
9/12/1986,29.5,19,0,0,,,,,
9/13/1986,28,12,0,0,,,,,
9/14/1986,25,8,0,0,,,,,
9/15/1986,29.5,11.5,0,0,,,,,
9/16/1986,23,15,0,0,,,,,
9/17/1986,21,1,0,0,,,,,
9/18/1986,24,5,0,0,,,,,
9/19/1986,24,15,0,0,,,,,
9/20/1986,29.5,15,0,0,,,,,
9/21/1986,29,14,0,0,,,,,
9/22/1986,26,16,0,0,,,,,
9/23/1986,34,17,0,0,,,,,
9/24/1986,30,19,0,0,,,,,
9/25/1986,34,19,0.15,0,,,,,
9/26/1986,35,18,0.01,0,,,,,
9/27/1986,30,11,0,0,,,,,
9/28/1986,25,17,0.03,0,,,,,
9/29/1986,30,17,0.01,0,,,,,
9/30/1986,34,18,0,0,,,,,
10/1/1986,33.5,18,0,0,,,,,
10/2/1986,31.5,16,0.16,0,,,,,
10/3/1986,34,15,0.01,0,,,,,
10/4/1986,32,20,0.01,0,,,,,
10/5/1986,25,17,0.04,0,,,,,
10/6/1986,18,10,0,0,,Min. readings taken from a different thermometer,,,
10/7/1986,22,-1,0,0,,Scattered frost,,,
10/8/1986,26,2,0,0,,,,,
10/9/1986,26.5,11,0,0,,,,,
10/10/1986,15,6,0,0,,,,,
10/11/1986,19,-1,0,0,,,,,
10/12/1986,20,3,0,0,,Readings taken at 8:00 a.m.,,,
10/13/1986,21,7,0.29,0,,Readings taken at 11:45 a.m.,,,
10/14/1986,23,8,0.26,0,,,,,
10/15/1986,16.5,5,0.03,0,,,,,
10/16/1986,18,-1,0,0,,Scattered frost,,,
10/17/1986,14,5,0,0,,,,,
10/18/1986,16,1,0.16,0,,,,,
10/19/1986,18,-3,0,0,,Readings taken at 9:00 a.m. Scattered frost,,,
10/20/1986,19.5,-2,0.01,0,,Readings taken at 11:30 a.m.,,,
10/21/1986,23,-1,0,0,,,,,
10/22/1986,26,6,0,0,,,,,
10/23/1986,24,7,0,0,,,,,
10/24/1986,23,7,0,0,,,,,
10/25/1986,13,9,0.05,0,,,,,
10/26/1986,15,10,0.15,0,,,,,
10/27/1986,22,11.5,0.02,0,,,,,
10/28/1986,21,9,0.01,0,,,,,
10/29/1986,23.5,0,0,0,,,,,
10/30/1986,20.5,6,0,0,,,,,
10/31/1986,15,-1,0,0,,,,,
11/1/1986,17.5,1,0,0,,,,,
11/2/1986,21,9,1.15,0,,,,,
11/3/1986,16,5,0,0,,Readings taken at 2 p.m.,,,
11/4/1986,15,6,0.01,0,,,,,
11/5/1986,8,3,0.6,0,,,,,
11/6/1986,17,2,0.7,0,,,,,
11/7/1986,14,5,0.02,0,,,,,
11/8/1986,22,9,0.74,0,,,,,
11/9/1986,12,8,0.05,0,,,,,
11/10/1986,12,5,0.05,0,,,,,
11/11/1986,7,1,0.68,0,,,,,
11/12/1986,10,3,0.8,0,,,,,
11/13/1986,3,-1,0.04,0,,a.m. snow flurries, high winds,,
11/14/1986,4,-12,0.01,0,,,,,
11/15/1986,8,-7,0.05,0.13,,,,,
11/16/1986,13,-1,0,0,,,,,
11/17/1986,15.5,-2,0,0,,,,,
11/18/1986,12,1,0,0,,p.m. thunderstorm, high winds,,
11/19/1986,16,2,0.32,0,,,,,
11/20/1986,8,-3,0.03,0,,,,,
11/21/1986,8,-1,0.52,0,,,,,
11/22/1986,11,-5,0.02,0,,,,,
11/23/1986,13,-3,0,0,,,,,
11/24/1986,13,6,0.04,0,,,,,
11/25/1986,10,-4,0.01,0,,,,,
11/26/1986,15,5,0.32,0,,,,,
11/27/1986,14,5,0.12,0,,,,,
11/28/1986,10,-1,0.01,0,,Readings taken at 8:30 a.m.,,,
11/29/1986,15,-1,0,0,,Readings taken at 8:30 a.m.,,,
11/30/1986,9,-4,0,0,,,,,
12/1/1986,6,-3,0,0,,,,,
12/2/1986,12.5,-1,0.48,0,,,,,
12/3/1986,15,5,1.25,0,,,,,
12/4/1986,9,-1,0.02,0,,,,,
12/5/1986,5,-4,0,0,,,,,
12/6/1986,9,-9,0,0,,,,,
12/7/1986,11,-5,0,0,,,,,
12/8/1986,11,3,0,0,,,,,
12/9/1986,15,5,0.2,0,,,,,
12/10/1986,13,6,0.15,0,,,,,
12/11/1986,3,-1,0.13,0.13,,Sleet, snow and rain,,
12/12/1986,5,0,0.26,0,,,,,
12/13/1986,0,-8,0.02,0,,,,,
12/14/1986,2,-10,0.01,0,,,,,
12/15/1986,14,-5,0,0,,,,,
12/16/1986,11,-5,0,0,,,,,
12/17/1986,9,-1,0,0,,,,,
12/18/1986,8,-1,0.38,0,,,,,
12/19/1986,9,1,0.03,0,,,,,
12/20/1986,6,-5,0.01,0,,,,,
12/21/1986,3,-3,0,0,,,,,
12/22/1986,6,-8.5,0,0,,,,,
12/23/1986,6,-8.5,0.3,0,,,,,
12/24/1986,2,-2,1.7,0,,Scattered freezing rain,,,
12/25/1986,12,0,0.02,0,,Readings taken at 8:00 a.m.,,,
12/26/1986,7,-2,0,0,,,,,
12/27/1986,5,0,0,0,,,,,
12/28/1986,3,-5,0,0,,,,,
12/29/1986,5,-8,0,0,,,,,
12/30/1986,4,-5,0,0,,,,,
12/31/1986,7,-2,0.04,0,,Readings taken at 8:00 a.m.,,,
1/1/1987,4,-4,0.01,0,,,,,
1/2/1987,5,-2,0.46,3,,,,,
1/3/1987,6,2,0.02,0,,,,,
1/4/1987,5,-8,0,0,,,,,
1/5/1987,4,-10,0,0,,,,,
1/6/1987,9,-9,0,0,,,,,
1/7/1987,12,-2,0,0,,,,,
1/8/1987,5,1,0,0,,,,,
1/9/1987,8,-2,0,0,,,,,
1/10/1987,7,0,0.08,0.25,,,,,
1/11/1987,5,-2,0.01,0,,,,,
1/12/1987,7,2,0,0,,Readings taken at 11:30 a.m.,,,
1/13/1987,10,-2,0,0,,,,,
1/14/1987,18,-4,0,0,,,,,
1/15/1987,14,7,0.15,0,,,,,
1/16/1987,7,2,0.01,0,,,,,
1/17/1987,0,-3,0,0,,,,,
1/18/1987,1,-2,0.22,0,,Freezing rain,,,
1/19/1987,5,-1,0.8,0,,Freezing rain, Thunder,,
1/20/1987,5,-1,0.58,0,,,,,
1/21/1987,4,-2,0.02,0,,,,,
1/22/1987,0,-4,0.34,8,,,,,
1/23/1987,-4,-6,0.45,6,,,,,
1/24/1987,-2,-16,0,0,,,,,
1/25/1987,-7,-21,0.04,0.5,,,,,
1/26/1987,-4,-11,0.55,6,,,,,
1/27/1987,-1,-18,0,0,,,,,
1/28/1987,-1,-24,0,0,,,,,
1/29/1987,-4,-12,0,0,,,,,
1/30/1987,9,-2,0.1,0,,,,,
1/31/1987,3,-1,0,0,,Snow flurries. High winds,,,
2/1/1987,9,-7,0,0,,,,,
2/2/1987,15,-1,0,0,,,,,
2/3/1987,11,-5,0,0,,,,,
2/4/1987,8,1,0,0,,,,,
2/5/1987,8,-5,0,0,,,,,
2/6/1987,13,-6,0,0,,,,,
2/7/1987,11,-4,0,0,,,,,
2/8/1987,12,-4,0,0,,,,,
2/9/1987,4,-4,0,0,,,,,
2/10/1987,9,-7,0,0,,,,,
2/11/1987,10,-5,0,0,,,,,
2/12/1987,9,-3,0.01,0,,Snow flurries, light rain,,
2/13/1987,7,1,0.04,0,,,,,
2/14/1987,3,-6,0.01,0,,,,,
2/15/1987,1,-5,0,0,,,,,
2/16/1987,-1,-10,0,0,,,,,
2/17/1987,3,-8,0,0,,,,,
2/18/1987,7,-3,0.01,0.13,,,,,
2/19/1987,8,-9,0,0,,,,,
2/20/1987,8,-9,0,0,,,,,
2/21/1987,9,-2,0,0,,,,,
2/22/1987,9,-6,0,0,,,,,
2/23/1987,7,-1,0.3,15,,,,,
2/24/1987,8,2,0,0,,,,,
2/25/1987,9,-10,0,0,,,,,
2/26/1987,7,-12,0,0,,Readings taken at 1:30 p.m.,,,
2/27/1987,4,-8,0,0,,,,,
2/28/1987,8,0,0.56,0,,,,,
3/1/1987,9,0,0,0,,,,,
3/2/1987,10,0,0,0,,,,,
3/3/1987,12,1,0,0,,,,,
3/4/1987,3,-2,0.01,0,,,,,
3/5/1987,8,-7,0,0,,,,,
3/6/1987,18,-5,0,0,,,,,
3/7/1987,24,2,0,0,,,,,
3/8/1987,26,0,0,0,,,,,
3/9/1987,24,1,0.03,0,,Sleet, snow flurries,,
3/10/1987,2,-7,0,0,,,,,
3/11/1987,4,-9,0.01,0,,,,,
3/12/1987,9.5,-4,0,0,,,,,
3/13/1987,8,-4,0,0,,Readings taken at 8:00 a.m.,,,
3/14/1987,10,-7,0,0,,,,,
3/15/1987,2,0,0.44,4,,,,,
3/16/1987,9,-1,0,0,,,,,
3/17/1987,13,-3,0,0,,,,,
3/18/1987,16,-6,0,0,,,,,
3/19/1987,15,-4,0,0,,,,,
3/20/1987,16,-5,0,0,,,,,
3/21/1987,13,0,0,0,,Readings taken at 8:00 a.m.,,,
3/22/1987,13,4,0,0,,,,,
3/23/1987,17,-4.5,0,0,,,,,
3/24/1987,20,-2,0,0,,,,,
3/25/1987,17,6,0.05,0,,,,,
3/26/1987,22,5,0,0,,,,,
3/27/1987,20,0.5,0.2,0,,,,,
3/28/1987,21,9,0.03,0,,Readings taken at 9:00 a.m.,,,
3/29/1987,22,4,0.02,0,,,,,
3/30/1987,18,11,0.44,0,,,,,
3/31/1987,7,5,0.03,0,,,,,
4/1/1987,10,-5,0.01,0,,,,,
4/2/1987,14,0,0.32,0,,,,,
4/3/1987,6,0,1.15,0,,,,,
4/4/1987,10,0,0.3,0,,,,,
4/5/1987,6,0,0.36,0.5,,,,,
4/6/1987,12,0,0.24,0,,,,,
4/7/1987,14,0,0.03,0,,,,,
4/8/1987,18,1,0,0,,,,,
4/9/1987,17,0,0,0,,,,,
4/10/1987,23,0,0,0,,,,,
4/11/1987,23,1,0,0,,,,,
4/12/1987,20,3,0.04,0,,,,,
4/13/1987,12,9,0,0,,Readings taken at 9:00 a.m.,,,
4/14/1987,13,4,0.02,0,,,,,
4/15/1987,10,9,0.46,0,,,,,
4/16/1987,11,6,0.76,0,,,,,
4/17/1987,15,7,0.12,0,,,,,
4/18/1987,19,11,0.02,0,,,,,
4/19/1987,22,6,0,0,,,,,
4/20/1987,25,7,0,0,,,,,
4/21/1987,25,10,0,0,,,,,
4/22/1987,29,10,0,0,,,,,
4/23/1987,18,10,0.15,0,,,,,
4/24/1987,15,11,0.36,0,,,,,
4/25/1987,14,6,0.02,0,,,,,
4/26/1987,17,11,0,0,,,,,
4/27/1987,19,0,0.06,0,,,,,
4/28/1987,23,3,0.05,0,,Thunderstorm,,,
4/29/1987,28,0,0.06,0,,,,,
4/30/1987,18.5,9,0,0,,Readings taken at 2:30 p.m.,,,
5/1/1987,23,2,0,0,,,,,
5/2/1987,22,6,0.04,0,,Thunderstorm (Readings taken at 7:30 a.m.),,,
5/3/1987,22,7,0.85,0,,,,,
5/4/1987,12,7.5,0.02,0,,,,,
5/5/1987,20,0,0,0,,,,,
5/6/1987,25,2,0,0,,,,,
5/7/1987,26,5,0,0,,,,,
5/8/1987,21,7,0,0,,,,,
5/9/1987,28,3,0.02,0,,,,,
5/10/1987,30,7,0,0,,,,,
5/11/1987,31,9.5,0,0,,Thunderstorm,,,
5/12/1987,30,13,0.14,0,,,,,
5/13/1987,27,12,0.01,0,,,,,
5/14/1987,24,11,0.04,0,,Thunderstorm,,,
5/15/1987,27,15,0,0,,,,,
5/16/1987,27,11,0,0,,Readings taken at 8:00 a.m.,,,
